"ph","step","startServiceRequest","startTransportRequest","service","transportService","isForWarehouse","endServiceRequest","endTransportRequest","rhtId","startTransport","endTransport","rhmId","startService","endService"
"productHolon[133]",10,"2022-06-16 18:05:22,189","2022-06-16 18:05:24,614","serv1","transport",false,"2022-06-16 18:05:24,098","2022-06-16 18:05:24,623","rht-009","2022-06-16 18:05:24,853","2022-06-16 18:05:24,895","rhm-017","2022-06-16 18:05:25,616","2022-06-16 18:05:25,901"
"productHolon[250]",9,"2022-06-16 18:05:22,116","2022-06-16 18:05:24,724","serv1","transport",false,"2022-06-16 18:05:24,698","2022-06-16 18:05:24,791","rht-010","2022-06-16 18:05:25,183","2022-06-16 18:05:25,573","rhm-008","2022-06-16 18:05:25,803","2022-06-16 18:05:26,432"
"productHolon[1017]",32,"2022-06-16 18:05:24,748","2022-06-16 18:05:24,920","serv1","transport",false,"2022-06-16 18:05:24,801","2022-06-16 18:05:24,922","rht-005","2022-06-16 18:05:25,182","2022-06-16 18:05:25,900","rhm-013","2022-06-16 18:05:26,342","2022-06-16 18:05:26,662"
"productHolon[1293]",35,"2022-06-16 18:05:24,802","2022-06-16 18:05:25,037","serv1","transport",false,"2022-06-16 18:05:24,974","2022-06-16 18:05:25,051","rht-001","2022-06-16 18:05:25,336","2022-06-16 18:05:25,966","rhm-009","2022-06-16 18:05:26,979","2022-06-16 18:05:27,103"
"productHolon[175]",5,"2022-06-16 18:05:21,912","2022-06-16 18:05:24,986","serv1","transport",false,"2022-06-16 18:05:24,980","2022-06-16 18:05:25,047","rht-007","2022-06-16 18:05:25,335","2022-06-16 18:05:25,899","rhm-012","2022-06-16 18:05:26,978","2022-06-16 18:05:27,518"
"productHolon[717]",21,"2022-06-16 18:05:24,037","2022-06-16 18:05:24,843","serv1","transport",false,"2022-06-16 18:05:24,811","2022-06-16 18:05:24,845","rht-008","2022-06-16 18:05:25,336","2022-06-16 18:05:26,217","rhm-015","2022-06-16 18:05:26,978","2022-06-16 18:05:27,518"
"productHolon[1100]",30,"2022-06-16 18:05:24,606","2022-06-16 18:05:26,275","serv1","transport",false,"2022-06-16 18:05:26,038","2022-06-16 18:05:26,350","rht-006","2022-06-16 18:05:26,485","2022-06-16 18:05:26,925","rhm-007","2022-06-16 18:05:27,448","2022-06-16 18:05:28,019"
"productHolon[1288]",37,"2022-06-16 18:05:24,830","2022-06-16 18:05:25,665","serv1","transport",false,"2022-06-16 18:05:25,058","2022-06-16 18:05:25,716","rht-003","2022-06-16 18:05:26,136","2022-06-16 18:05:26,348","rhm-016","2022-06-16 18:05:27,272","2022-06-16 18:05:28,056"
"productHolon[1498]",45,"2022-06-16 18:05:25,282","2022-06-16 18:05:25,999","serv1","transport",false,"2022-06-16 18:05:25,844","2022-06-16 18:05:26,025","rht-010","2022-06-16 18:05:26,763","2022-06-16 18:05:27,196","rhm-014","2022-06-16 18:05:27,766","2022-06-16 18:05:28,861"
"productHolon[1379]",42,"2022-06-16 18:05:24,975","2022-06-16 18:05:26,624","serv1","transport",false,"2022-06-16 18:05:26,355","2022-06-16 18:05:26,659","rht-002","2022-06-16 18:05:27,199","2022-06-16 18:05:27,261","rhm-005","2022-06-16 18:05:28,162","2022-06-16 18:05:29,063"
