"ph","step","startServiceRequest","startTransportRequest","service","transportService","isForWarehouse","endServiceRequest","endTransportRequest","rhtId","startTransport","endTransport","rhmId","startService","endService"
"productHolon[195]",5,"2022-06-16 11:10:10,965","2022-06-16 11:10:11,888","serv1","transport",false,"2022-06-16 11:10:11,128","2022-06-16 11:10:11,936","rht-006","2022-06-16 11:10:12,720","2022-06-16 11:10:13,280","rhm-006","2022-06-16 11:10:13,494","2022-06-16 11:10:14,118"
"productHolon[392]",6,"2022-06-16 11:10:11,153","2022-06-16 11:10:13,098","serv1","transport",false,"2022-06-16 11:10:12,717","2022-06-16 11:10:13,117","rht-009","2022-06-16 11:10:13,380","2022-06-16 11:10:13,584","rhm-007","2022-06-16 11:10:13,662","2022-06-16 11:10:14,690"
"productHolon[397]",7,"2022-06-16 11:10:11,237","2022-06-16 11:10:13,651","serv1","transport",false,"2022-06-16 11:10:12,977","2022-06-16 11:10:13,696","rht-006","2022-06-16 11:10:14,091","2022-06-16 11:10:14,392","rhm-008","2022-06-16 11:10:15,285","2022-06-16 11:10:15,839"
"productHolon[974]",20,"2022-06-16 11:10:13,348","2022-06-16 11:10:13,865","serv1","transport",false,"2022-06-16 11:10:13,457","2022-06-16 11:10:13,869","rht-010","2022-06-16 11:10:14,091","2022-06-16 11:10:14,720","rhm-001","2022-06-16 11:10:15,678","2022-06-16 11:10:16,362"
"productHolon[816]",13,"2022-06-16 11:10:13,156","2022-06-16 11:10:13,575","serv1","transport",false,"2022-06-16 11:10:13,376","2022-06-16 11:10:13,645","rht-001","2022-06-16 11:10:14,092","2022-06-16 11:10:14,720","rhm-005","2022-06-16 11:10:15,283","2022-06-16 11:10:16,363"
"productHolon[802]",28,"2022-06-16 11:10:13,878","2022-06-16 11:10:14,305","serv1","transport",false,"2022-06-16 11:10:13,915","2022-06-16 11:10:14,390","rht-008","2022-06-16 11:10:14,971","2022-06-16 11:10:15,021","rhm-010","2022-06-16 11:10:16,405","2022-06-16 11:10:16,628"
"productHolon[288]",4,"2022-06-16 11:10:10,952","2022-06-16 11:10:15,096","serv1","transport",false,"2022-06-16 11:10:12,970","2022-06-16 11:10:15,277","rht-009","2022-06-16 11:10:16,239","2022-06-16 11:10:16,363","rhm-009","2022-06-16 11:10:17,171","2022-06-16 11:10:17,720"
"productHolon[12]",1,"2022-06-16 11:10:09,777","2022-06-16 11:10:15,022","serv1","transport",false,"2022-06-16 11:10:12,977","2022-06-16 11:10:15,198","rht-002","2022-06-16 11:10:15,653","2022-06-16 11:10:16,364","rhm-004","2022-06-16 11:10:17,171","2022-06-16 11:10:17,720"
"productHolon[1044]",25,"2022-06-16 11:10:13,700","2022-06-16 11:10:15,670","serv1","transport",false,"2022-06-16 11:10:13,754","2022-06-16 11:10:15,696","rht-004","2022-06-16 11:10:16,239","2022-06-16 11:10:16,749","rhm-011","2022-06-16 11:10:17,662","2022-06-16 11:10:17,936"
"productHolon[937]",17,"2022-06-16 11:10:13,272","2022-06-16 11:10:15,262","serv1","transport",false,"2022-06-16 11:10:13,439","2022-06-16 11:10:15,267","rht-007","2022-06-16 11:10:16,272","2022-06-16 11:10:17,172","rhm-003","2022-06-16 11:10:17,377","2022-06-16 11:10:18,185"
