"ph","step","startServiceRequest","startTransportRequest","service","transportService","isForWarehouse","endServiceRequest","endTransportRequest","rhtId","startTransport","endTransport","rhmId","startService","endService"
"productHolon[54]",7,"2022-06-16 18:18:14,822","2022-06-16 18:18:17,272","serv1","transport",false,"2022-06-16 18:18:16,509","2022-06-16 18:18:17,346","rht-004","2022-06-16 18:18:17,458","2022-06-16 18:18:17,822","rhm-019","2022-06-16 18:18:18,229","2022-06-16 18:18:18,301"
"productHolon[206]",10,"2022-06-16 18:18:15,662","2022-06-16 18:18:17,294","serv1","transport",false,"2022-06-16 18:18:17,164","2022-06-16 18:18:17,302","rht-005","2022-06-16 18:18:17,416","2022-06-16 18:18:17,822","rhm-015","2022-06-16 18:18:18,395","2022-06-16 18:18:18,671"
"productHolon[118]",3,"2022-06-16 18:18:14,155","2022-06-16 18:18:16,562","serv1","transport",false,"2022-06-16 18:18:16,121","2022-06-16 18:18:16,706","rht-008","2022-06-16 18:18:17,417","2022-06-16 18:18:17,822","rhm-020","2022-06-16 18:18:18,396","2022-06-16 18:18:19,036"
"productHolon[282]",5,"2022-06-16 18:18:14,660","2022-06-16 18:18:18,292","serv1","transport",false,"2022-06-16 18:18:17,780","2022-06-16 18:18:18,298","rht-002","2022-06-16 18:18:18,604","2022-06-16 18:18:19,170","rhm-006","2022-06-16 18:18:19,818","2022-06-16 18:18:20,263"
"productHolon[1029]",18,"2022-06-16 18:18:17,262","2022-06-16 18:18:18,574","serv1","transport",false,"2022-06-16 18:18:17,782","2022-06-16 18:18:18,592","rht-006","2022-06-16 18:18:18,898","2022-06-16 18:18:19,009","rhm-017","2022-06-16 18:18:19,819","2022-06-16 18:18:20,263"
"productHolon[583]",12,"2022-06-16 18:18:16,446","2022-06-16 18:18:18,946","serv1","transport",false,"2022-06-16 18:18:17,781","2022-06-16 18:18:19,030","rht-005","2022-06-16 18:18:19,520","2022-06-16 18:18:19,977","rhm-007","2022-06-16 18:18:20,388","2022-06-16 18:18:20,478"
"productHolon[206]",43,"2022-06-16 18:18:19,470","2022-06-16 18:18:19,897","serv2","transport",false,"2022-06-16 18:18:19,668","2022-06-16 18:18:20,022","rht-003","2022-06-16 18:18:20,335","2022-06-16 18:18:20,466","rhm-010","2022-06-16 18:18:20,985","2022-06-16 18:18:21,417"
"productHolon[23]",1,"2022-06-16 18:18:13,872","2022-06-16 18:18:19,135","serv1","transport",false,"2022-06-16 18:18:17,781","2022-06-16 18:18:19,173","rht-010","2022-06-16 18:18:19,520","2022-06-16 18:18:19,978","rhm-008","2022-06-16 18:18:20,986","2022-06-16 18:18:21,417"
"productHolon[824]",13,"2022-06-16 18:18:16,826","2022-06-16 18:18:20,003","serv1","transport",false,"2022-06-16 18:18:17,780","2022-06-16 18:18:20,205","rht-002","2022-06-16 18:18:20,335","2022-06-16 18:18:20,552","rhm-018","2022-06-16 18:18:21,820","2022-06-16 18:18:22,270"
"productHolon[951]",15,"2022-06-16 18:18:17,106","2022-06-16 18:18:20,666","serv1","transport",false,"2022-06-16 18:18:17,782","2022-06-16 18:18:20,703","rht-004","2022-06-16 18:18:20,847","2022-06-16 18:18:21,407","rhm-012","2022-06-16 18:18:22,436","2022-06-16 18:18:22,683"
