"ph","step","startServiceRequest","startTransportRequest","service","transportService","isForWarehouse","endServiceRequest","endTransportRequest","rhtId","startTransport","endTransport","rhmId","startService","endService"
"productHolon[24]",1,"2022-06-16 17:58:48,773","2022-06-16 17:58:51,171","serv1","transport",false,"2022-06-16 17:58:50,626","2022-06-16 17:58:51,202","rht-010","2022-06-16 17:58:51,820","2022-06-16 17:58:52,320","rhm-016","2022-06-16 17:58:52,546","2022-06-16 17:58:52,954"
"productHolon[89]",4,"2022-06-16 17:58:49,019","2022-06-16 17:58:51,441","serv1","transport",false,"2022-06-16 17:58:50,482","2022-06-16 17:58:51,474","rht-001","2022-06-16 17:58:51,820","2022-06-16 17:58:52,321","rhm-015","2022-06-16 17:58:52,809","2022-06-16 17:58:53,085"
"productHolon[713]",21,"2022-06-16 17:58:51,379","2022-06-16 17:58:52,303","serv1","transport",false,"2022-06-16 17:58:52,079","2022-06-16 17:58:52,312","rht-009","2022-06-16 17:58:52,605","2022-06-16 17:58:52,633","rhm-007","2022-06-16 17:58:53,006","2022-06-16 17:58:53,197"
"productHolon[872]",22,"2022-06-16 17:58:51,450","2022-06-16 17:58:52,854","serv1","transport",false,"2022-06-16 17:58:51,677","2022-06-16 17:58:52,949","rht-010","2022-06-16 17:58:53,182","2022-06-16 17:58:53,721","rhm-017","2022-06-16 17:58:53,973","2022-06-16 17:58:54,438"
"productHolon[911]",37,"2022-06-16 17:58:52,420","2022-06-16 17:58:53,441","serv1","transport",false,"2022-06-16 17:58:53,123","2022-06-16 17:58:53,556","rht-006","2022-06-16 17:58:53,729","2022-06-16 17:58:53,934","rhm-005","2022-06-16 17:58:54,695","2022-06-16 17:58:54,769"
"productHolon[97]",5,"2022-06-16 17:58:49,105","2022-06-16 17:58:53,422","serv1","transport",false,"2022-06-16 17:58:53,181","2022-06-16 17:58:53,601","rht-009","2022-06-16 17:58:54,108","2022-06-16 17:58:54,399","rhm-004","2022-06-16 17:58:54,695","2022-06-16 17:58:55,293"
"productHolon[1160]",39,"2022-06-16 17:58:52,513","2022-06-16 17:58:53,460","serv1","transport",false,"2022-06-16 17:58:52,661","2022-06-16 17:58:53,494","rht-002","2022-06-16 17:58:53,730","2022-06-16 17:58:54,243","rhm-002","2022-06-16 17:58:55,562","2022-06-16 17:58:56,027"
"productHolon[81]",3,"2022-06-16 17:58:48,953","2022-06-16 17:58:53,548","serv1","transport",false,"2022-06-16 17:58:52,987","2022-06-16 17:58:53,603","rht-005","2022-06-16 17:58:53,840","2022-06-16 17:58:54,191","rhm-010","2022-06-16 17:58:55,562","2022-06-16 17:58:56,027"
"productHolon[1057]",29,"2022-06-16 17:58:52,164","2022-06-16 17:58:54,204","serv1","transport",false,"2022-06-16 17:58:53,815","2022-06-16 17:58:54,250","rht-010","2022-06-16 17:58:54,638","2022-06-16 17:58:55,155","rhm-011","2022-06-16 17:58:55,819","2022-06-16 17:58:56,207"
"productHolon[1299]",50,"2022-06-16 17:58:53,060","2022-06-16 17:58:53,909","serv1","transport",false,"2022-06-16 17:58:53,630","2022-06-16 17:58:54,146","rht-008","2022-06-16 17:58:54,453","2022-06-16 17:58:54,988","rhm-016","2022-06-16 17:58:55,913","2022-06-16 17:58:56,325"
"productHolon[1381]",40,"2022-06-16 17:58:52,521","2022-06-16 17:58:53,957","serv1","transport",false,"2022-06-16 17:58:53,013","2022-06-16 17:58:53,966","rht-001","2022-06-16 17:58:54,357","2022-06-16 17:58:55,043","rhm-008","2022-06-16 17:58:56,086","2022-06-16 17:58:56,325"
"productHolon[706]",23,"2022-06-16 17:58:51,488","2022-06-16 17:58:54,440","serv1","transport",false,"2022-06-16 17:58:53,968","2022-06-16 17:58:54,501","rht-007","2022-06-16 17:58:54,639","2022-06-16 17:58:55,155","rhm-015","2022-06-16 17:58:56,086","2022-06-16 17:58:57,130"
"productHolon[24]",67,"2022-06-16 17:58:53,816","2022-06-16 17:58:55,797","serv2","transport",false,"2022-06-16 17:58:54,009","2022-06-16 17:58:55,948","rht-004","2022-06-16 17:58:56,028","2022-06-16 17:58:56,659","rhm-002","2022-06-16 17:58:57,753","2022-06-16 17:58:58,032"
