"ph","step","startServiceRequest","startTransportRequest","service","transportService","isForWarehouse","endServiceRequest","endTransportRequest","rhtId","startTransport","endTransport","rhmId","startService","endService"
"productHolon[7]",1,"2022-06-16 10:47:23,847","2022-06-16 10:47:26,259","serv1","transport",false,"2022-06-16 10:47:26,061","2022-06-16 10:47:26,386","rht-007","2022-06-16 10:47:26,614","2022-06-16 10:47:26,912","rhm-008","2022-06-16 10:47:27,411","2022-06-16 10:47:27,655"
"productHolon[226]",7,"2022-06-16 10:47:26,035","2022-06-16 10:47:26,540","serv1","transport",false,"2022-06-16 10:47:26,325","2022-06-16 10:47:26,641","rht-009","2022-06-16 10:47:26,781","2022-06-16 10:47:26,913","rhm-004","2022-06-16 10:47:27,663","2022-06-16 10:47:27,689"
"productHolon[245]",8,"2022-06-16 10:47:26,038","2022-06-16 10:47:26,710","serv1","transport",false,"2022-06-16 10:47:26,597","2022-06-16 10:47:26,721","rht-004","2022-06-16 10:47:27,061","2022-06-16 10:47:27,406","rhm-003","2022-06-16 10:47:28,126","2022-06-16 10:47:28,386"
"productHolon[91]",4,"2022-06-16 10:47:24,129","2022-06-16 10:47:26,683","serv1","transport",false,"2022-06-16 10:47:26,390","2022-06-16 10:47:26,769","rht-005","2022-06-16 10:47:27,062","2022-06-16 10:47:28,054","rhm-007","2022-06-16 10:47:28,564","2022-06-16 10:47:28,599"
"productHolon[784]",31,"2022-06-16 10:47:27,521","2022-06-16 10:47:28,174","serv1","transport",false,"2022-06-16 10:47:27,585","2022-06-16 10:47:28,201","rht-002","2022-06-16 10:47:28,347","2022-06-16 10:47:28,912","rhm-008","2022-06-16 10:47:29,611","2022-06-16 10:47:29,893"
"productHolon[181]",6,"2022-06-16 10:47:24,371","2022-06-16 10:47:28,662","serv1","transport",false,"2022-06-16 10:47:26,769","2022-06-16 10:47:28,671","rht-005","2022-06-16 10:47:28,946","2022-06-16 10:47:29,158","rhm-002","2022-06-16 10:47:29,792","2022-06-16 10:47:30,252"
"productHolon[887]",19,"2022-06-16 10:47:26,965","2022-06-16 10:47:28,446","serv1","transport",false,"2022-06-16 10:47:26,983","2022-06-16 10:47:28,451","rht-008","2022-06-16 10:47:28,474","2022-06-16 10:47:28,913","rhm-006","2022-06-16 10:47:29,787","2022-06-16 10:47:30,252"
"productHolon[442]",12,"2022-06-16 10:47:26,392","2022-06-16 10:47:28,345","serv1","transport",false,"2022-06-16 10:47:26,767","2022-06-16 10:47:28,388","rht-007","2022-06-16 10:47:28,717","2022-06-16 10:47:28,913","rhm-001","2022-06-16 10:47:29,791","2022-06-16 10:47:30,252"
"productHolon[1069]",32,"2022-06-16 10:47:27,530","2022-06-16 10:47:29,025","serv1","transport",false,"2022-06-16 10:47:27,584","2022-06-16 10:47:29,050","rht-003","2022-06-16 10:47:29,267","2022-06-16 10:47:29,643","rhm-004","2022-06-16 10:47:30,529","2022-06-16 10:47:30,678"
"productHolon[433]",11,"2022-06-16 10:47:26,291","2022-06-16 10:47:28,756","serv1","transport",false,"2022-06-16 10:47:26,767","2022-06-16 10:47:28,762","rht-009","2022-06-16 10:47:28,980","2022-06-16 10:47:29,359","rhm-005","2022-06-16 10:47:30,553","2022-06-16 10:47:30,679"
